66,16,1,NSLP,2011,362152
67,17,1,NSLP,2011,553819
68,18,1,NSLP,2011,595046
69,19,1,NSLP,2011,109302
70,20,1,NSLP,2011,435111
71,21,1,NSLP,2011,542347
72,22,1,NSLP,2011,910341
73,23,1,NSLP,2011,631230
74,24,1,NSLP,2011,400490
75,25,1,NSLP,2011,646161
76,26,1,NSLP,2011,87622
77,27,1,NSLP,2011,250190
78,28,1,NSLP,2011,212555
79,29,1,NSLP,2011,107790
80,30,1,NSLP,2011,727544
81,31,1,NSLP,2011,230861
82,32,1,NSLP,2011,1823476
83,33,1,NSLP,2011,948653
84,34,1,NSLP,2011,83484
85,35,1,NSLP,2011,1133772
86,36,1,NSLP,2011,452426
87,37,1,NSLP,2011,312828
88,38,1,NSLP,2011,1153645
89,39,1,NSLP,2011,79006
90,40,1,NSLP,2011,497669
91,41,1,NSLP,2011,108289
92,42,1,NSLP,2011,697665
93,43,1,NSLP,2011,3401746
94,44,1,NSLP,2011,350494
95,45,1,NSLP,2011,54919
96,46,1,NSLP,2011,756503
97,47,1,NSLP,2011,545986
98,48,1,NSLP,2011,205872
99,49,1,NSLP,2011,606117
100,50,1,NSLP,2011,57420
101,1,1,NSLP,2012,562959
102,2,1,NSLP,2012,53920
103,3,1,NSLP,2012,662564
104,4,1,NSLP,2012,348909
105,5,1,NSLP,2012,3333410
106,6,1,NSLP,2012,389955
107,7,1,NSLP,2012,296699
108,8,1,NSLP,2012,96040
109,9,1,NSLP,2012,1653935
110,10,1,NSLP,2012,1287033
111,11,1,NSLP,2012,113618
112,12,1,NSLP,2012,170127
113,13,1,NSLP,2012,1142443
114,14,1,NSLP,2012,801376
115,15,1,NSLP,2012,395600
116,16,1,NSLP,2012,361686
117,17,1,NSLP,2012,549534
118,18,1,NSLP,2012,588506
119,19,1,NSLP,2012,107213
120,20,1,NSLP,2012,434140
121,21,1,NSLP,2012,534456
122,22,1,NSLP,2012,907684
123,23,1,NSLP,2012,627280
124,24,1,NSLP,2012,398654
125,25,1,NSLP,2012,638943
126,26,1,NSLP,2012,86705
127,27,1,NSLP,2012,251186
128,28,1,NSLP,2012,218552
129,29,1,NSLP,2012,104546
130,30,1,NSLP,2012,729099
131,31,1,NSLP,2012,227863
132,32,1,NSLP,2012,1796235
133,33,1,NSLP,2012,942745
134,34,1,NSLP,2012,85078
135,35,1,NSLP,2012,1114371
136,36,1,NSLP,2012,446144
137,37,1,NSLP,2012,307110
138,38,1,NSLP,2012,1127444
139,39,1,NSLP,2012,79747
140,40,1,NSLP,2012,493488
141,41,1,NSLP,2012,107367
142,42,1,NSLP,2012,687452
143,43,1,NSLP,2012,3374154
144,44,1,NSLP,2012,348886
145,45,1,NSLP,2012,54209
146,46,1,NSLP,2012,749115
147,47,1,NSLP,2012,539859
148,48,1,NSLP,2012,201333
149,49,1,NSLP,2012,596269
150,50,1,NSLP,2012,56578
151,1,1,NSLP,2013,539664
152,2,1,NSLP,2013,52495
153,3,1,NSLP,2013,646946
154,4,1,NSLP,2013,332497
155,5,1,NSLP,2013,3291182
156,6,1,NSLP,2013,375023
157,7,1,NSLP,2013,280253
158,8,1,NSLP,2013,94571
159,9,1,NSLP,2013,1638775
160,10,1,NSLP,2013,1245368
161,11,1,NSLP,2013,113609
162,12,1,NSLP,2013,160189
163,13,1,NSLP,2013,1124196
164,14,1,NSLP,2013,781172
165,15,1,NSLP,2013,384211
166,16,1,NSLP,2013,348152
167,17,1,NSLP,2013,532791
168,18,1,NSLP,2013,565263
169,19,1,NSLP,2013,100839
170,20,1,NSLP,2013,422746
171,21,1,NSLP,2013,514436
172,22,1,NSLP,2013,874098
173,23,1,NSLP,2013,608867
174,24,1,NSLP,2013,391574
175,25,1,NSLP,2013,610370
176,26,1,NSLP,2013,84069
177,27,1,NSLP,2013,243120
178,28,1,NSLP,2013,215821
179,29,1,NSLP,2013,97396
180,30,1,NSLP,2013,694166
181,31,1,NSLP,2013,220187
182,32,1,NSLP,2013,1723748
183,33,1,NSLP,2013,906350
184,34,1,NSLP,2013,87065
185,35,1,NSLP,2013,1063939
186,36,1,NSLP,2013,438112
187,37,1,NSLP,2013,293389
188,38,1,NSLP,2013,1066004
189,39,1,NSLP,2013,77353
190,40,1,NSLP,2013,478107
191,41,1,NSLP,2013,106252
192,42,1,NSLP,2013,656847
193,43,1,NSLP,2013,3314611
194,44,1,NSLP,2013,331693
195,45,1,NSLP,2013,51537
196,46,1,NSLP,2013,717618
197,47,1,NSLP,2013,519599
198,48,1,NSLP,2013,194032
199,49,1,NSLP,2013,563653
200,50,1,NSLP,2013,53764
201,1,1,NSLP,2014,531085
202,2,1,NSLP,2014,50407
203,3,1,NSLP,2014,643672
204,4,1,NSLP,2014,326088
205,5,1,NSLP,2014,3240323
206,6,1,NSLP,2014,371426
207,7,1,NSLP,2014,281953
208,8,1,NSLP,2014,94985
209,9,1,NSLP,2014,1659988
210,10,1,NSLP,2014,1236251
211,11,1,NSLP,2014,113748
212,12,1,NSLP,2014,157646
213,13,1,NSLP,2014,1058351
214,14,1,NSLP,2014,771980
215,15,1,NSLP,2014,382824
216,16,1,NSLP,2014,344652
217,17,1,NSLP,2014,529553
218,18,1,NSLP,2014,554414
219,19,1,NSLP,2014,98768
220,20,1,NSLP,2014,423347
221,21,1,NSLP,2014,509442
222,22,1,NSLP,2014,860651
223,23,1,NSLP,2014,612315
224,24,1,NSLP,2014,389316
225,25,1,NSLP,2014,604268
226,26,1,NSLP,2014,83247
227,27,1,NSLP,2014,240492
228,28,1,NSLP,2014,212140
229,29,1,NSLP,2014,91577
230,30,1,NSLP,2014,683296
231,31,1,NSLP,2014,215266
232,32,1,NSLP,2014,1697035
233,33,1,NSLP,2014,889324
234,34,1,NSLP,2014,89409
235,35,1,NSLP,2014,1050189
236,36,1,NSLP,2014,436366
237,37,1,NSLP,2014,287023
238,38,1,NSLP,2014,1032202
239,39,1,NSLP,2014,76897
240,40,1,NSLP,2014,473907
241,41,1,NSLP,2014,106848
242,42,1,NSLP,2014,647468
243,43,1,NSLP,2014,3313412
244,44,1,NSLP,2014,329430
245,45,1,NSLP,2014,50407
246,46,1,NSLP,2014,710834
247,47,1,NSLP,2014,519794
248,48,1,NSLP,2014,192192
249,49,1,NSLP,2014,546286
250,50,1,NSLP,2014,52901
251,1,1,NSLP,2015,531305
252,2,1,NSLP,2015,53617
253,3,1,NSLP,2015,647426
254,4,1,NSLP,2015,320921
255,5,1,NSLP,2015,3271744
256,6,1,NSLP,2015,378229
257,7,1,NSLP,2015,288268
258,8,1,NSLP,2015,97995
259,9,1,NSLP,2015,1675730
260,10,1,NSLP,2015,1236154
261,11,1,NSLP,2015,109590
262,12,1,NSLP,2015,157016
263,13,1,NSLP,2015,1108555
264,14,1,NSLP,2015,768262
265,15,1,NSLP,2015,381699
266,16,1,NSLP,2015,345398
267,17,1,NSLP,2015,525266
268,18,1,NSLP,2015,548567
269,19,1,NSLP,2015,100272
270,20,1,NSLP,2015,434525
271,21,1,NSLP,2015,528262
272,22,1,NSLP,2015,842734
273,23,1,NSLP,2015,613987
274,24,1,NSLP,2015,384628
275,25,1,NSLP,2015,603693
276,26,1,NSLP,2015,81872
277,27,1,NSLP,2015,241037
278,28,1,NSLP,2015,216392
279,29,1,NSLP,2015,88737
280,30,1,NSLP,2015,695703
281,31,1,NSLP,2015,216778
282,32,1,NSLP,2015,1698511
283,33,1,NSLP,2015,903946
284,34,1,NSLP,2015,90355
285,35,1,NSLP,2015,1019834
286,36,1,NSLP,2015,440445
287,37,1,NSLP,2015,294408
288,38,1,NSLP,2015,1034974
289,39,1,NSLP,2015,76254
290,40,1,NSLP,2015,483026
291,41,1,NSLP,2015,107352
292,42,1,NSLP,2015,676703
293,43,1,NSLP,2015,3379271
294,44,1,NSLP,2015,334253
295,45,1,NSLP,2015,49159
296,46,1,NSLP,2015,702670
297,47,1,NSLP,2015,518077
298,48,1,NSLP,2015,194293
299,49,1,NSLP,2015,541767
300,50,1,NSLP,2015,51854
301,1,1,NSLP,2016,525931
302,2,1,NSLP,2016,52480
303,3,1,NSLP,2016,641045
304,4,1,NSLP,2016,317039
305,5,1,NSLP,2016,3251959
306,6,1,NSLP,2016,376744
307,7,1,NSLP,2016,288156
308,8,1,NSLP,2016,98528
309,9,1,NSLP,2016,1704153
310,10,1,NSLP,2016,1224627
311,11,1,NSLP,2016,106993
312,12,1,NSLP,2016,157149
313,13,1,NSLP,2016,1084030
314,14,1,NSLP,2016,754995
315,15,1,NSLP,2016,381877
316,16,1,NSLP,2016,342540
317,17,1,NSLP,2016,528663
318,18,1,NSLP,2016,548136
319,19,1,NSLP,2016,99422
320,20,1,NSLP,2016,446283
321,21,1,NSLP,2016,531647
322,22,1,NSLP,2016,823888
323,23,1,NSLP,2016,616257
324,24,1,NSLP,2016,381642
325,25,1,NSLP,2016,598665
326,26,1,NSLP,2016,82747
327,27,1,NSLP,2016,242254
328,28,1,NSLP,2016,222218
329,29,1,NSLP,2016,85946
330,30,1,NSLP,2016,695986
331,31,1,NSLP,2016,219437
332,32,1,NSLP,2016,1679716
333,33,1,NSLP,2016,892867
334,34,1,NSLP,2016,91374
335,35,1,NSLP,2016,1013673
336,36,1,NSLP,2016,447425
337,37,1,NSLP,2016,303164
338,38,1,NSLP,2016,1029008
339,39,1,NSLP,2016,77882
340,40,1,NSLP,2016,478436
341,41,1,NSLP,2016,108324
342,42,1,NSLP,2016,671671
343,43,1,NSLP,2016,3377166
344,44,1,NSLP,2016,334438
345,45,1,NSLP,2016,48450
346,46,1,NSLP,2016,702343
347,47,1,NSLP,2016,521146
348,48,1,NSLP,2016,193201
349,49,1,NSLP,2016,527339
350,50,1,NSLP,2016,50876
351,1,1,NSLP,2017,511643
352,2,1,NSLP,2017,53578
353,3,1,NSLP,2017,638136
354,4,1,NSLP,2017,314201
355,5,1,NSLP,2017,3215762
356,6,1,NSLP,2017,368668
357,7,1,NSLP,2017,283198
358,8,1,NSLP,2017,98977
359,9,1,NSLP,2017,1715885
360,10,1,NSLP,2017,1211207
361,11,1,NSLP,2017,103947
362,12,1,NSLP,2017,155249
363,13,1,NSLP,2017,1059266
364,14,1,NSLP,2017,743331
365,15,1,NSLP,2017,377927
366,16,1,NSLP,2017,338077
367,17,1,NSLP,2017,525319
368,18,1,NSLP,2017,550544
369,19,1,NSLP,2017,97730
370,20,1,NSLP,2017,445433
371,21,1,NSLP,2017,529822
372,22,1,NSLP,2017,801891
373,23,1,NSLP,2017,613846
374,24,1,NSLP,2017,371355
375,25,1,NSLP,2017,586909
376,26,1,NSLP,2017,82175
377,27,1,NSLP,2017,242852
378,28,1,NSLP,2017,224528
379,29,1,NSLP,2017,83276
380,30,1,NSLP,2017,694111
381,31,1,NSLP,2017,217324
382,32,1,NSLP,2017,1663296
383,33,1,NSLP,2017,866759
384,34,1,NSLP,2017,91950
385,35,1,NSLP,2017,994189
386,36,1,NSLP,2017,442478
387,37,1,NSLP,2017,297120
388,38,1,NSLP,2017,1021178
389,39,1,NSLP,2017,77399
390,40,1,NSLP,2017,472538
391,41,1,NSLP,2017,107494
392,42,1,NSLP,2017,656161
393,43,1,NSLP,2017,3348977
394,44,1,NSLP,2017,335493
395,45,1,NSLP,2017,47101
396,46,1,NSLP,2017,694908
397,47,1,NSLP,2017,523214
398,48,1,NSLP,2017,191544
399,49,1,NSLP,2017,510633
400,50,1,NSLP,2017,49905
401,1,1,NSLP,2018,499631
402,2,1,NSLP,2018,53653
403,3,1,NSLP,2018,627716
404,4,1,NSLP,2018,311041
405,5,1,NSLP,2018,3177216
406,6,1,NSLP,2018,367376
407,7,1,NSLP,2018,278108
408,8,1,NSLP,2018,97980
409,9,1,NSLP,2018,1752674
410,10,1,NSLP,2018,1190338
411,11,1,NSLP,2018,102751
412,12,1,NSLP,2018,151937
413,13,1,NSLP,2018,1044213
414,14,1,NSLP,2018,734633
415,15,1,NSLP,2018,373034
416,16,1,NSLP,2018,333287
417,17,1,NSLP,2018,515845
418,18,1,NSLP,2018,548065
419,19,1,NSLP,2018,96195
420,20,1,NSLP,2018,443270
421,21,1,NSLP,2018,527937
422,22,1,NSLP,2018,793469
423,23,1,NSLP,2018,610081
424,24,1,NSLP,2018,361804
425,25,1,NSLP,2018,578290
426,26,1,NSLP,2018,80856
427,27,1,NSLP,2018,244089
428,28,1,NSLP,2018,227933
429,29,1,NSLP,2018,80656
430,30,1,NSLP,2018,689594
431,31,1,NSLP,2018,213970
432,32,1,NSLP,2018,1680432
433,33,1,NSLP,2018,851197
434,34,1,NSLP,2018,93071
435,35,1,NSLP,2018,984750
436,36,1,NSLP,2018,440851
437,37,1,NSLP,2018,293894
438,38,1,NSLP,2018,1017566
439,39,1,NSLP,2018,76331
440,40,1,NSLP,2018,472200
441,41,1,NSLP,2018,106446
442,42,1,NSLP,2018,653668
443,43,1,NSLP,2018,3342253
444,44,1,NSLP,2018,333362
445,45,1,NSLP,2018,46481
446,46,1,NSLP,2018,702413
447,47,1,NSLP,2018,517572
448,48,1,NSLP,2018,186269
449,49,1,NSLP,2018,500434
450,50,1,NSLP,2018,48141
451,1,1,SBP,2009,212316
452,2,1,SBP,2009,16943
453,3,1,SBP,2009,231674
454,4,1,SBP,2009,155258
455,5,1,SBP,2009,1172714
456,6,1,SBP,2009,107139
457,7,1,SBP,2009,68912
458,8,1,SBP,2009,33202
459,9,1,SBP,2009,610818
460,10,1,SBP,2009,564627
461,11,1,SBP,2009,35946
462,12,1,SBP,2009,70830
463,13,1,SBP,2009,293385
464,14,1,SBP,2009,210886
465,15,1,SBP,2009,84554
466,16,1,SBP,2009,96299
467,17,1,SBP,2009,238782
468,18,1,SBP,2009,243815
469,19,1,SBP,2009,37150
470,20,1,SBP,2009,154317
471,21,1,SBP,2009,134914
472,22,1,SBP,2009,282037
473,23,1,SBP,2009,142628
474,24,1,SBP,2009,199880
475,25,1,SBP,2009,235682
476,26,1,SBP,2009,25594
477,27,1,SBP,2009,58000
478,28,1,SBP,2009,55873
479,29,1,SBP,2009,22006
480,30,1,SBP,2009,172440
481,31,1,SBP,2009,129912
482,32,1,SBP,2009,573011
483,33,1,SBP,2009,367089
484,34,1,SBP,2009,20233
485,35,1,SBP,2009,363399
486,36,1,SBP,2009,208249
487,37,1,SBP,2009,138831
488,38,1,SBP,2009,291249
489,39,1,SBP,2009,23418
490,40,1,SBP,2009,249443
491,41,1,SBP,2009,25475
492,42,1,SBP,2009,280464
493,43,1,SBP,2009,1528878
494,44,1,SBP,2009,66483
495,45,1,SBP,2009,21409
496,46,1,SBP,2009,234396
497,47,1,SBP,2009,168120
498,48,1,SBP,2009,93143
499,49,1,SBP,2009,135728
500,50,1,SBP,2009,14276
501,1,1,SBP,2011,216714
502,2,1,SBP,2011,19974
503,3,1,SBP,2011,261119
504,4,1,SBP,2011,158053
505,5,1,SBP,2011,1288211
506,6,1,SBP,2011,126776
507,7,1,SBP,2011,81660
508,8,1,SBP,2011,36699
509,9,1,SBP,2011,684462
510,10,1,SBP,2011,600642
511,11,1,SBP,2011,35847
512,12,1,SBP,2011,74902
513,13,1,SBP,2011,357551
514,14,1,SBP,2011,240077
515,15,1,SBP,2011,88514
516,16,1,SBP,2011,102502
517,17,1,SBP,2011,252111
518,18,1,SBP,2011,261009
519,19,1,SBP,2011,41319
520,20,1,SBP,2011,169116
521,21,1,SBP,2011,143363
522,22,1,SBP,2011,351514
523,23,1,SBP,2011,169939
524,24,1,SBP,2011,203825
525,25,1,SBP,2011,242192
526,26,1,SBP,2011,27569
527,27,1,SBP,2011,63594
528,28,1,SBP,2011,63732
529,29,1,SBP,2011,24511
530,30,1,SBP,2011,189692
531,31,1,SBP,2011,138835
532,32,1,SBP,2011,614752
533,33,1,SBP,2011,382095
534,34,1,SBP,2011,21954
535,35,1,SBP,2011,396715
536,36,1,SBP,2011,224431
537,37,1,SBP,2011,139962
538,38,1,SBP,2011,329570
539,39,1,SBP,2011,27664
540,40,1,SBP,2011,261877
541,41,1,SBP,2011,27253
542,42,1,SBP,2011,310063
543,43,1,SBP,2011,1744587
544,44,1,SBP,2011,73494
545,45,1,SBP,2011,22633
546,46,1,SBP,2011,253730
547,47,1,SBP,2011,179861
548,48,1,SBP,2011,95849
549,49,1,SBP,2011,166478
550,50,1,SBP,2011,15747
551,1,1,SBP,2012,224496
552,2,1,SBP,2012,20759
553,3,1,SBP,2012,274857
554,4,1,SBP,2012,162018
555,5,1,SBP,2012,1396437
556,6,1,SBP,2012,142956
557,7,1,SBP,2012,86529
558,8,1,SBP,2012,38624
559,9,1,SBP,2012,711081
560,10,1,SBP,2012,620655
561,11,1,SBP,2012,38943
562,12,1,SBP,2012,77706
563,13,1,SBP,2012,395045
564,14,1,SBP,2012,256202
565,15,1,SBP,2012,93108
566,16,1,SBP,2012,107459
567,17,1,SBP,2012,269771
568,18,1,SBP,2012,267443
569,19,1,SBP,2012,44366
570,20,1,SBP,2012,191429
571,21,1,SBP,2012,149885
572,22,1,SBP,2012,379452
573,23,1,SBP,2012,179640
574,24,1,SBP,2012,207859
575,25,1,SBP,2012,257271
576,26,1,SBP,2012,28134
577,27,1,SBP,2012,66641
578,28,1,SBP,2012,87213
579,29,1,SBP,2012,24251
580,30,1,SBP,2012,218062
581,31,1,SBP,2012,150554
582,32,1,SBP,2012,644136
583,33,1,SBP,2012,405295
584,34,1,SBP,2012,23292
585,35,1,SBP,2012,418371
586,36,1,SBP,2012,227417
587,37,1,SBP,2012,142435
588,38,1,SBP,2012,343390
589,39,1,SBP,2012,32981
590,40,1,SBP,2012,272470
591,41,1,SBP,2012,27503
592,42,1,SBP,2012,333403
593,43,1,SBP,2012,1786414
594,44,1,SBP,2012,74580
595,45,1,SBP,2012,23523
596,46,1,SBP,2012,271107
597,47,1,SBP,2012,185961
598,48,1,SBP,2012,114120
599,49,1,SBP,2012,172918
600,50,1,SBP,2012,15703
601,1,1,SBP,2013,224173
602,2,1,SBP,2013,20741
603,3,1,SBP,2013,290027
604,4,1,SBP,2013,166376
605,5,1,SBP,2013,1514293
606,6,1,SBP,2013,155730
607,7,1,SBP,2013,87971
608,8,1,SBP,2013,39522
609,9,1,SBP,2013,750969
610,10,1,SBP,2013,608138
611,11,1,SBP,2013,38466
612,12,1,SBP,2013,75368
613,13,1,SBP,2013,416091
614,14,1,SBP,2013,259036
615,15,1,SBP,2013,94781
616,16,1,SBP,2013,111453
617,17,1,SBP,2013,276997
618,18,1,SBP,2013,265629
619,19,1,SBP,2013,44986
620,20,1,SBP,2013,211676
621,21,1,SBP,2013,151474
622,22,1,SBP,2013,381516
623,23,1,SBP,2013,181891
624,24,1,SBP,2013,207305
625,25,1,SBP,2013,263352
626,26,1,SBP,2013,28155
627,27,1,SBP,2013,66556
628,28,1,SBP,2013,92738
629,29,1,SBP,2013,22497
630,30,1,SBP,2013,242578
631,31,1,SBP,2013,148155
632,32,1,SBP,2013,641178
633,33,1,SBP,2013,419858
634,34,1,SBP,2013,23805
635,35,1,SBP,2013,422862
636,36,1,SBP,2013,227624
637,37,1,SBP,2013,139699
638,38,1,SBP,2013,345322
639,39,1,SBP,2013,32531
640,40,1,SBP,2013,273431
641,41,1,SBP,2013,28026
642,42,1,SBP,2013,350108
643,43,1,SBP,2013,1818710
644,44,1,SBP,2013,74310
645,45,1,SBP,2013,22926
646,46,1,SBP,2013,272470
647,47,1,SBP,2013,183975
648,48,1,SBP,2013,116981
649,49,1,SBP,2013,173032
650,50,1,SBP,2013,14914
651,1,1,SBP,2014,236484
652,2,1,SBP,2014,20472
653,3,1,SBP,2014,300236
654,4,1,SBP,2014,170905
655,5,1,SBP,2014,1594942
656,6,1,SBP,2014,167202
657,7,1,SBP,2014,93188
658,8,1,SBP,2014,41185
659,9,1,SBP,2014,775799
660,10,1,SBP,2014,626697
661,11,1,SBP,2014,37479
662,12,1,SBP,2014,75382
663,13,1,SBP,2014,384000
664,14,1,SBP,2014,259518
665,15,1,SBP,2014,93739
666,16,1,SBP,2014,112958
667,17,1,SBP,2014,278723
668,18,1,SBP,2014,263714
669,19,1,SBP,2014,46708
670,20,1,SBP,2014,235795
671,21,1,SBP,2014,155859
672,22,1,SBP,2014,388743
673,23,1,SBP,2014,188554
674,24,1,SBP,2014,206827
675,25,1,SBP,2014,271205
676,26,1,SBP,2014,28939
677,27,1,SBP,2014,68146
678,28,1,SBP,2014,90680
679,29,1,SBP,2014,21938
680,30,1,SBP,2014,268669
681,31,1,SBP,2014,149009
682,32,1,SBP,2014,659321
683,33,1,SBP,2014,432311
684,34,1,SBP,2014,24140
685,35,1,SBP,2014,427393
686,36,1,SBP,2014,224771
687,37,1,SBP,2014,138189
688,38,1,SBP,2014,341586
689,39,1,SBP,2014,32855
690,40,1,SBP,2014,270246
691,41,1,SBP,2014,27947
692,42,1,SBP,2014,359155
693,43,1,SBP,2014,1856248
694,44,1,SBP,2014,74830
695,45,1,SBP,2014,22851
696,46,1,SBP,2014,274602
697,47,1,SBP,2014,186102
698,48,1,SBP,2014,131946
699,49,1,SBP,2014,174822
700,50,1,SBP,2014,14876
701,1,1,SBP,2015,254270
702,2,1,SBP,2015,25111
703,3,1,SBP,2015,308742
704,4,1,SBP,2015,180121
705,5,1,SBP,2015,1691159
706,6,1,SBP,2015,185014
707,7,1,SBP,2015,101003
708,8,1,SBP,2015,47980
709,9,1,SBP,2015,786513
710,10,1,SBP,2015,626930
711,11,1,SBP,2015,37813
712,12,1,SBP,2015,77465
713,13,1,SBP,2015,423306
714,14,1,SBP,2015,272047
715,15,1,SBP,2015,98260
716,16,1,SBP,2015,115827
717,17,1,SBP,2015,283065
718,18,1,SBP,2015,267794
719,19,1,SBP,2015,48564
720,20,1,SBP,2015,264718
721,21,1,SBP,2015,175493
722,22,1,SBP,2015,399350
723,23,1,SBP,2015,214845
724,24,1,SBP,2015,203931
725,25,1,SBP,2015,280750
726,26,1,SBP,2015,31311
727,27,1,SBP,2015,70327
728,28,1,SBP,2015,93944
729,29,1,SBP,2015,20577
730,30,1,SBP,2015,302631
731,31,1,SBP,2015,149737
732,32,1,SBP,2015,673332
733,33,1,SBP,2015,455909
734,34,1,SBP,2015,24948
735,35,1,SBP,2015,433618
736,36,1,SBP,2015,225685
737,37,1,SBP,2015,141972
738,38,1,SBP,2015,354807
739,39,1,SBP,2015,32379
740,40,1,SBP,2015,266238
741,41,1,SBP,2015,28943
742,42,1,SBP,2015,376866
743,43,1,SBP,2015,1902636
744,44,1,SBP,2015,76546
745,45,1,SBP,2015,22704
746,46,1,SBP,2015,284825
747,47,1,SBP,2015,188330
748,48,1,SBP,2015,150198
749,49,1,SBP,2015,185094
750,50,1,SBP,2015,14683
751,1,1,SBP,2016,266952
752,2,1,SBP,2016,25979
753,3,1,SBP,2016,315992
754,4,1,SBP,2016,183707
755,5,1,SBP,2016,1722909
756,6,1,SBP,2016,187318
757,7,1,SBP,2016,108076
758,8,1,SBP,2016,51378
759,9,1,SBP,2016,832401
760,10,1,SBP,2016,646702
761,11,1,SBP,2016,36454
762,12,1,SBP,2016,80395
763,13,1,SBP,2016,431275
764,14,1,SBP,2016,280446
765,15,1,SBP,2016,103663
766,16,1,SBP,2016,119169
767,17,1,SBP,2016,303016
768,18,1,SBP,2016,275217
769,19,1,SBP,2016,50073
770,20,1,SBP,2016,277329
771,21,1,SBP,2016,192889
772,22,1,SBP,2016,404077
773,23,1,SBP,2016,225106
774,24,1,SBP,2016,205115
775,25,1,SBP,2016,288215
776,26,1,SBP,2016,32761
777,27,1,SBP,2016,75387
778,28,1,SBP,2016,121311
779,29,1,SBP,2016,21661
780,30,1,SBP,2016,322974
781,31,1,SBP,2016,155743
782,32,1,SBP,2016,724859
783,33,1,SBP,2016,465467
784,34,1,SBP,2016,26228
785,35,1,SBP,2016,450165
786,36,1,SBP,2016,232765
787,37,1,SBP,2016,146581
788,38,1,SBP,2016,385959
789,39,1,SBP,2016,34153
790,40,1,SBP,2016,268232
791,41,1,SBP,2016,30048
792,42,1,SBP,2016,395114
793,43,1,SBP,2016,1928262
794,44,1,SBP,2016,84557
795,45,1,SBP,2016,24305
796,46,1,SBP,2016,309950
797,47,1,SBP,2016,193262
798,48,1,SBP,2016,154201
799,49,1,SBP,2016,192092
800,50,1,SBP,2016,15385
801,1,1,SBP,2017,271324
802,2,1,SBP,2017,26769
803,3,1,SBP,2017,314726
804,4,1,SBP,2017,184851
805,5,1,SBP,2017,1727064
806,6,1,SBP,2017,183179
807,7,1,SBP,2017,108240
808,8,1,SBP,2017,52746
809,9,1,SBP,2017,855037
810,10,1,SBP,2017,649924
811,11,1,SBP,2017,34766
812,12,1,SBP,2017,78542
813,13,1,SBP,2017,424740
814,14,1,SBP,2017,283075
815,15,1,SBP,2017,103258
816,16,1,SBP,2017,120177
817,17,1,SBP,2017,311921
818,18,1,SBP,2017,283969
819,19,1,SBP,2017,50073
820,20,1,SBP,2017,271670
821,21,1,SBP,2017,204475
822,22,1,SBP,2017,402252
823,23,1,SBP,2017,233298
824,24,1,SBP,2017,203724
825,25,1,SBP,2017,283779
826,26,1,SBP,2017,34182
827,27,1,SBP,2017,77356
828,28,1,SBP,2017,139251
829,29,1,SBP,2017,21052
830,30,1,SBP,2017,326874
831,31,1,SBP,2017,149960
832,32,1,SBP,2017,759450
833,33,1,SBP,2017,464599
834,34,1,SBP,2017,26520
835,35,1,SBP,2017,449465
836,36,1,SBP,2017,231254
837,37,1,SBP,2017,144676
838,38,1,SBP,2017,394395
839,39,1,SBP,2017,34464
840,40,1,SBP,2017,267280
841,41,1,SBP,2017,29734
